COUNTRY,CITY,RNUMBER(USEFUL??),PTYPE,BDAY,BMONTH,BYEAR,EDAY,EMONTH,EYEAR,ACTOR1,ACTOR2,ACTOR3,TARGET1,TARGET2,NPART,NDEATH,Deathdummy,ELOCAL,REPORTID1,REPORTID2,REPORTID3,COMMENT
Angola,Luanda,37,40,2,7,2004,2,7,2004,Gunmen,,,Opposition leader,,1,1,1,Cassenda suburb,$#24A,,,"Leader of the opposition Angolan Democratic Party for Progress and National Alliance (PDP-ANA), was shot dead on July 2"
Zambia,Lusaka,1,31,28,8,1964,28,8,1964,Kidnappers,,,Mr. Higgs,,1,0,0,House of Mr Higgs,$#1A,,,"Mr. Dennis Higgs, a British national and mathematics lecturer at the University of the Witwatersrand claimed that he was kidnapped from his home in Lusaka and taken by force back to South Africa. His kidnapping allegation was borne out in dispatches from British correspondents in Lusaka, who gave detailed eye-witness accounts of how on Aug. 28 three men had entered the house of the Higgs family, dragged him out, bundled him into their car, and raced off. He was found bound and blindfolded in a van in Johannesburg on Aug. 29 and taken into custody by the police."
Zambia,Lusaka,2,31,25,8,1968,25,8,1968,Police,,,PAC,,99,0,0,PAC headquarters,$#2A,,,"Police raided the headquarters of the Pan-Africanist Congress of South Africa (PAC) and made several arrests. The Zambian Government announced at the same time that it had withdrawn recognition of the PAC which, it said, had been thrown into ""disarray"" by a rupture within the party, which had led to ""incidents including fights among party members."""
Zambia,Lusaka,3,31,12,1,1969,12,1,1969,ANC supporters,,,UNIP,,99,1,1,99,$#3A,,,"In a clash, believed to be caused by a revenge move by ANC supporters against UNIP attacks, one man was killed and two were seriously injured in Lusaka on Jan. 12."
Zambia,Lusaka,4,60,16,7,1969,16,7,1969,Members of the Zambian Youth Service,,,Chief Justice Skinner,Mr. Justice Evans,3,0,0,99,$#3B,,,"Some 500 uniformed members of the Zambian Youth Service, demonstrating to demand the dismissal of Chief Justice Skinner and Mr. Justice Evans, broke into the High Court in Lusaka, attempted to attack Mr. Evans, and caused damage to property. The youths thereupon marched to State House, where President Kaunda--who was at that time apparently unaware of the incidents at the High Court--thanked them for the support they had given him in his criticism of Judge Evans."
Zambia,Lusaka,5,31,11,3,1971,11,3,1971,Opponent ZAPU members,,,ZAPU members,,99,0,0,ZAPU office,$#6A,,,Abduction of 21 members of ZAPU  from a ZAPU office in Lusaka by opposing ZAPU members.  
Zambia,Lusaka,6,60,7,7,1971,7,7,1971,University students,,,France,,4,0,0,French Embassy,$#4A,,,"The French Embassy in Lusaka was damaged on July 7 during demonstrations against the Mirage agreement by some 1,000 university students, 54 of whom were arrested."
Zambia,Lusaka,7,60,14,7,1971,14,7,1971,University students,,,Government,,99,0,0,University,$#5A,,,"Demonstration by students on July 14 which prevented Mr. Sikota Wins, the Minister of Information, from visiting the campus, troops and riot police closed f.he University on July 15. The demonstration The executive committee of the Student's Union had criticized the President in an open letter on July 12 for being ""inconsistent"" in his attitude to South Africa, as he had banned a student demonstration against the French Embassy in Lusaka over the French decision to allow South Africa to build Mirage aircraft under licence."
Zambia,Lusaka,8,31,12,1,1972,12,1,1972,UNIP youth supporters,,,Mr. Kapwepwe,,99,0,0,99,$#7A,,,Mr. Kapwepwe (the former Vice-President) was severely beaten up in Lusaka by a crowd of UNIP youth supporters after taking his seat in the Assembly.
Zambia,Lusaka,9,31,26,5,1972,26,5,1972,99,,,President Kaunda,,99,0,0,State house,$#7B,,,"A bomb concealed in a parcel addressed to President Kaunda exploded on May 26 when the parcel was opened at State House in Lusaka by a secretary, who was seriously injured. "
Zambia,Lusaka,10,41,19,8,1973,19,8,1973,99,,,Chinese Embassy,ZAPU,99,2,1,Chinese embassy,$#8A,,,"A parcel bomb had exploded at the Chinese Embassy in Lusaka, killing a woman and a man, and had seriously injured another. Officials of the Zimbabwe African People's Union (ZAPU) of Rhodesia stated on the same day that a bomb in a suitcase had been planted at their headquarters in Lusaka. "
Zambia,Lusaka,11,41,11,9,1973,11,9,1973,99,,,Government,,1,2,1,Outside post office,$#8B,,,A parcel bomb killed an Asian man and his wife in their car outside the Lusaka Post Office.
Zambia,Lusaka,12,41,12,2,1974,12,2,1974,99,,,Government,,99,1,1,Liberation centre,$#9A,,,"A parcel bomb exploded at the ""Liberation Centre"" in Lusaka, a building housing several African liberation movements' offices and killed Mr. John Dube, deputy representative of the South African National Congress (banned in South Africa), while injuring several other members of such movements."
Zambia,Lusaka,13,31,15,3,1975,15,3,1975,Vakaranga tribal group,ZANU,,Mr. Herbert Chitepo,ANC,99,3,1,Home of Mr. Herbert Chitepo ,$#10A,,,"Assasination of Mr. Herbert Chitepo, ANC representative in Zambia when his car was blown up by a landmine outside the door of his garage. One of his bodyguards and a two-year-old boy were also killed by the explosion, and a second bodyguard was badly injured. "
Zambia,Lusaka,14,60,15,1,1976,15,1,1976,University of Zambia Students' Union,,,MPLA,,99,0,0,99,$#11A,,,"Demonstration by more than 500 members of the University of Zambia Students' Union in support of the MPLA took place in Lusaka on Jan. 15. On Jan. 30 the Zambian Government issued, under the emergency regulations, a renewable 28-day detention order against Dr Lionel Cliffe (39), a British political science lecturer at the University of Zambia, reportedly on the grounds that he had organized the demonstration of Jan. 15. Later three other lecturers were also detained-Mr George Siemensma, a Dutch engineering lecturer (on Feb. 7), Signor David Loughi, an Italian sociologist, and Mr Robert Molteno, a South African-born (but stateless) political scientist (both on Feb. 9)-as well as 37 students."
Zambia,Lusaka,15,31,22,1,1977,22,1,1977,99,,,Mr Jason Moyo,,99,1,1,99,$#12A,,,"Mr Jason Moyo, second vice-president of Mr Nkomo's ZAPU and organizer of ZAPU's guerrilla forces, who was said to have been held in high regard also by ZANU members and to have had strong Soviet connexions, was killed in Lusaka on Jan.22 by a parcel bomb posted in Botswana, the origin of which was not established."
Zambia,Lusaka,16,31,13,4,1979,13,4,1979,Rhodesian commando,,,ZAPU,,99,7,1,Liberation Centre,$#13A,,,"A Rhodesian commando, said to have used jeeps with Zambian Army markings, attacked ZAPU headquarters in the city of Lusaka, destroyed the house of Mr Nkomo (who was not at home at the time) and damaged the ""Liberation Centre"" in the city; according to the Zambian authorities seven persons died and four were injured in these attacks. "
Zambia,Lusaka,17,31,26,6,1979,26,6,1979,Zimbabwe/Rhodesian armed forces,,,ZAPU,,99,21-51,1,ZAPU headquarters,$#14A,,,"Attack against the Lusaka headquarters of ZAPU by Zimbabwe/ Rhodesian armed forces, where an estimated 20 to 50 people were killed and numerous documents captured, one Zimbabwe/ Rhodesian commando also being killed."
Zambia,Lusaka,18,60,22,11,1979,23,11,1979,Demonstrators,,,Britain,,99,0,0,British high commission,$#14B,,,"Anti-British demonstrations in Lusaka on Nov. 22-23 after President Kaunda claimed on Nov.20 that Britain, as the colonial authority, was responsible for the Zimbabwe/Rhodesian attacks and should compensate Zambia for the damage suffered; this claim was, however, immediately rejected by Sir Leonard Allinson, the British high commissioner in Lusaka. The British flag was lowered and windows were broken at the British high commission, following which a petition was handed to President Kaunda by students demanding the withdrawal of Sir Leonard (who was recalled to London for consultations on Nov.23)."
Zambia,Lusaka,19,60,14,2,1984,16,2,1984,Students,,,Government,,99,0,0,99,$#15A,,,Two days of riots involving police and students. University sources said that the arrest of several student leaders at dawn on Feb. 14 had provoked the riots.
Zambia,Lusaka,20,41,1,7,1985,1,7,1985,South African agents,,,ANC,,99,0,0,Headquarters of ANC,$#16A,,,"Bomb blast on the night of July 1, 1985, damaged the Lusaka headquarters of the African National Congress (ANC, which was banned in South Africa). The attack was perceived in the Western press, however, as a South African warning to the Zambian government about its continued support for the ANC."
Zambia,Lusaka,21,51,11,12,1986,11,12,1986,Rioters,,,Government,,99,>1,1,Suburbs,$#17A,,,"Rioting agaist food shortages. It spread to the suburbs of Lusaka on December 11. The rioters singled out the maize mills, government offices and vehicles for attack. A government spokesman on Dec. 12 declared that 15 people had been killed in the riots, although other sources suggested that as many as 25 people might have died in the rioting in the province."
Zambia,Lusaka,22,41,30,9,1987,30,9,1987,99,,,Government,ANC,99,1,1,Railway siding,$#18A,,,"A postal worker was killed and seven others injured by a parcel bomb which exploded at a railway siding at Lusaka on Sept 30, 1987. A number of other such devices were discovered in subsequent days. According to a Zambian official the parcels had been posted in South Africa to individual Zambian citizens and to the ANC"
Zambia,Lusaka,23,60,25,6,1990,28,6,1990,Students,,,Government,,4,26,1,99,$#19A,,,"Demonstration by some 2,000 students in Lusaka on June 25, whick culminated into violence. Marching on State House, the students called for the restoration of the price subsidy, the resignation of President Kenneth Kaunda, and an end to the single-party political system. Violence erupted after police shot a student during the demonstration and the protest spread to Lusaka's townships. Shops were looted and vehicles stoned. Troops were deployed and a curfew imposed as the unrest continued into the third day; at the end of this time 26 people were reported dead and over 500 had been arrested."
Zambia,Lusaka,24,31,30,6,1990,30,6,1990,Army officers,,,Government,,99,0,0,Radio,$#19B,,,"Coup attemt by a small group of army officers on June 30 when they were broadcasting at regular intervals over 90 minutes a message on national radio saying that the Army had taken over in response to the food price rises. During this time people briefly took to the streets in Lusaka and in the provincial towns of Mufulira, Ndola and Kitwe, before Luchembe was arrested by troops loyal to the government."
Zambia,Lusaka,25,60,8,9,1990,8,9,1990,MMD,,,UNIP,,5,0,0,99,$#20A,,,"MMD rally; on Sept. 8 a crowd in Lusaka, conservatively estimated at 70,000 (some reports claiming 300,000) was urged to return UNIP membership cards in protest at UNIP's monopoly on power."
Zambia,Lusaka,26,51,18,3,1993,18,3,1993,Street vendors,UNIP agitators,,Government,,99,0,0,99,$#21A,,,"Rioting by street vendors in the capital, Lusaka, in which dozens of people were injured, was blamed by the government on UNIP agitators."
Zambia,Lusaka,27,60,1,12,1996,1,12,1996,UNIP,Opposition,,Government,,99,0,0,99,$#22A,,,"Rally by the main opposition party, UNIP where they stated that they did not recognise the results of the November elections nor the legitimacy of Chiluba's government."
Zambia,Lusaka,28,31,16,8,1997,16,8,1997,Street vendors,,,Government,Police,99,0,0,99,$#23A,,,Rioting in Lusaka which had broken out when street vendors resisted a police crackdown on illegal trading.
Zambia,Lusaka,29,31,28,10,1997,28,10,1997,Capt. Stephen Lungu,Soldiers,,Government,,2,1,1,Headquarters of the Zambian National Broadcasting Corporation,$#24A,,,"Coup attempt. The coup attempt had been led by Capt. Stephen Lungu who, with a group of around 20 apparently drunk soldiers, took over the headquarters of the Zambian National Broadcasting Corporation (ZNBC) in Lusaka in the early hours of the morning. Broadcasting on the radio, Lungu introduced himself as Capt. Solo and announced that a previously unknown group calling itself the National Redemption Council had taken over the country. A few hours after the coup began loyal troops stormed the radio station and captured Lungu who was apparently found hiding in a rubbish bin. Defence Minister Ben Mwila subsequently reported that one solider had been killed and 15 others arrested in the operation."
Zambia,Lusaka,30,31,6,11,1998,6,11,1998,Gang,,,Ronald Penza,,1,6,1,Home of Mr. Penza,$#25A,,,Former Finance and Economic Development Minister Ronald Penza was shot dead by a six-member gang at his home in Lusaka (the capital) on Nov. 6. Five of the six assailants were subsequently killed by the police.
Zambia,Lusaka,31,41,28,2,1999,28,2,1999,Angola,,,Government,,99,1,1,99,$#26A,$#27A,,"A series of bombs exploded in the Zambian capital, Lusaka, on Feb. 28, killing one person and causing widespread disruption. The explosions temporarily left the city without running water and severely damaged power lines. A number of unexploded bombs were also discovered in the ensuing days. Speculation that the series of bomb explosions in Lusaka had been carried out by Angola in retaliation for the alleged arms smuggling."
Zambia,Lusaka,32,31,4,11,1999,4,11,1999,Gunmen,Government,,Wezi Kaunda,UNIP,1,1,1,Outside home of Kaunda,$#28A,,,"Wezi Kaunda, son of former President Kenneth Kaunda, was shot by four heavily armed gunmen outside his home in Lusaka. A prominent member of his father’s United National Independence Party (UNIP), Wezi Kaunda had been a serious political rival to President Frederick Chiluba.  Although there was immediate speculation that Wezi’s murder was politically motivated, initial police reports attributed the killing to “bandits”.  Nonetheless, Basil Kabwe, administrative secretary of the UNIP, said that it was “well known that Wezi was a thorn in the flesh of this government and his death must be put at their doorstep”."
Zambia,Lusaka,33,31,6,7,2001,6,7,2001,Assassins,,,Opposition politician,,99,1,1,99,$#29A,,,"Opposition politician Paul Tembo was shot dead in Lusaka, on July 6. The Independent of July 7 reported that many Zambians had voiced suspicions that the shooting bore the hallmarks of a “political assassination”."
Zambia,Lusaka,34,60,30,12,2001,30,12,2001,Protestors,,,Government,,99,0,0,99,$#30A,,,"Several thousand protestors took to the streets of the capital, Lusaka, on Dec. 30, demanding the immediate release of the final election results."
Zambia,Lusaka,35,60,1,1,2002,1,1,2002,Demonstrators,,,Government,,99,0,0,99,$#31A,,,Violent clashes had erupted between police and thousands of anti-government demonstrators protesting against alleged vote rigging.  The main demonstrations took place in Lusaka and the copper-belt city of Kitwe.
Zambia,Lusaka,36,60,1,10,2006,1,10,2006,Supporters of Sata,,,Government,,99,0,0,99,$#32A,$#33A,,"Supporters of Sata demonstrated angrily in Lusaka, the capital, accusing President Mwanawasa of vote rigging. Sata conceded defeat on Oct. 2 and urged his supporters to remain calm."
Philippines,Manila,1,42,99,10,1965,9,11,1965,Political parties,,,Political parties,,12,>0,1,99,$#1A,,,There were some 30 deaths in political disorders in different parts of the country before polling day.
